date,start_city,end_city,distance_km,cargo_weight_kg,vehicle_type,weather_condition,traffic_density,fuel_type,fuel_consumption_liters,carbon_emissions_kg,delivery_time_hours,cost_inr
2024-04-07,Bangalore,Delhi,1735.67,2990.17,Van,Foggy,Medium,CNG,372.72,661.52,25.75,16975.55
2024-03-29,Delhi,Pune,1116.38,4364.68,Container,Rainy,Medium,Electric,691.57,346.28,20.11,13211.49
2023-08-11,Lucknow,Pune,1259.95,4364.44,Truck,Foggy,Medium,Petrol,531.89,1287.98,19.32,13081.55
2024-04-21,Jaipur,Hyderabad,1079.7,3247.46,Van,Rainy,High,Petrol,278.91,746.79,18.05,15019.47
2024-04-09,Jaipur,Delhi,270.39,1306.64,Van,Foggy,Medium,Diesel,50.54,122.9,3.75,3385.0
2023-10-19,Bangalore,Hyderabad,447.94,1028.98,Truck,Stormy,Medium,CNG,164.13,342.1,10.69,4338.02
2023-02-18,Mumbai,Lucknow,1292.21,2817.2,Truck,Stormy,Medium,Electric,550.24,300.39,22.06,18261.84
2023-02-28,Kolkata,Pune,1657.89,2094.22,Van,Stormy,Low,Diesel,325.83,910.32,23.81,19682.02
2023-06-10,Bangalore,Ahmedabad,1236.37,2836.51,Truck,Clear,Medium,CNG,405.58,762.56,19.47,15247.06
2023-02-10,Ahmedabad,Kolkata,1682.8,759.79,Van,Rainy,Low,Petrol,271.6,665.03,24.08,20957.77
2023-03-01,Delhi,Ahmedabad,737.77,1487.99,Container,Clear,Low,Electric,264.86,124.95,18.2,10033.0
2023-06-05,Ahmedabad,Pune,525.33,3005.95,Container,Stormy,High,Electric,360.83,188.45,8.11,9286.98
2023-01-08,Hyderabad,Ahmedabad,827.73,2934.07,Van,Clear,Low,Petrol,133.82,251.02,17.38,12816.67
2023-11-29,Chennai,Mumbai,1110.7,1272.62,Truck,Foggy,High,Petrol,415.96,1062.26,22.36,16069.07
2023-08-31,Jaipur,Chennai,1481.96,4417.37,Truck,Cloudy,Medium,Petrol,573.32,1324.82,26.06,15272.49
2023-10-27,Bangalore,Jaipur,1587.82,1019.28,Van,Foggy,Low,Electric,251.51,153.67,31.94,16489.19
2023-08-01,Pune,Mumbai,100.0,2017.43,Van,Clear,Low,Electric,15.02,10.0,1.35,2324.67
2023-09-06,Lucknow,Jaipur,594.36,1428.13,Van,Clear,Medium,Electric,97.64,44.89,9.82,8483.7
2023-08-05,Ahmedabad,Chennai,1438.52,1419.42,Container,Clear,High,Diesel,667.35,1746.53,22.81,17788.95
2023-08-18,Kolkata,Ahmedabad,1619.44,581.56,Van,Clear,Medium,CNG,246.33,490.29,23.85,13482.16
2023-09-17,Kolkata,Chennai,1515.46,3327.92,Van,Cloudy,Medium,Petrol,304.86,625.93,31.06,23431.32
2024-05-06,Hyderabad,Jaipur,1044.35,544.9,Truck,Cloudy,High,Electric,334.05,181.02,18.43,15507.82
2023-12-20,Hyderabad,Jaipur,1113.2,4262.53,Truck,Stormy,Low,CNG,458.67,1046.31,15.91,16234.85
2023-02-21,Bangalore,Chennai,315.38,2682.93,Truck,Rainy,High,Electric,138.66,71.68,4.4,5946.38
2023-01-10,Ahmedabad,Kolkata,1808.5,2530.82,Truck,Rainy,High,Diesel,785.62,1973.72,33.27,19035.13
2023-08-09,Bangalore,Chennai,313.99,4471.52,Container,Clear,Low,CNG,142.0,267.28,7.05,5245.92
2024-01-29,Jaipur,Chennai,1573.75,2245.22,Van,Cloudy,Medium,CNG,290.87,560.7,37.59,23381.68
2023-12-28,Kolkata,Bangalore,1587.68,2937.92,Container,Stormy,High,Diesel,1084.84,3180.86,37.79,24687.05
2024-02-26,Ahmedabad,Delhi,776.32,2189.61,Truck,Stormy,High,Diesel,355.39,972.57,12.42,10062.17
2023-12-29,Bangalore,Delhi,1732.42,4987.32,Truck,Cloudy,Low,CNG,605.84,1333.54,30.05,22488.03
2023-03-04,Delhi,Chennai,1675.45,1490.5,Container,Cloudy,Medium,Petrol,726.45,1782.1,22.66,19298.78
2023-09-16,Pune,Mumbai,100.0,809.21,Truck,Foggy,Medium,CNG,31.77,52.56,2.13,1390.82
2024-02-08,Pune,Hyderabad,498.92,3752.32,Container,Rainy,Low,Electric,257.3,100.28,10.16,8667.65
2024-04-28,Pune,Ahmedabad,584.17,537.64,Van,Stormy,High,CNG,130.04,276.7,14.18,5537.49
2023-07-25,Mumbai,Lucknow,1276.0,2677.95,Truck,Clear,Medium,CNG,413.41,710.78,16.1,13014.69
2024-05-15,Mumbai,Ahmedabad,452.81,799.08,Truck,Rainy,High,Diesel,169.52,523.04,6.94,6283.11
2024-01-05,Jaipur,Kolkata,1499.64,4018.82,Van,Foggy,High,CNG,392.87,873.13,21.51,23551.2
2023-08-17,Mumbai,Hyderabad,687.83,2831.04,Container,Stormy,Low,Electric,358.54,190.46,10.46,11191.75
2024-02-02,Lucknow,Ahmedabad,1042.42,3292.13,Container,Cloudy,High,Electric,591.05,270.08,21.77,12185.71
2023-09-24,Mumbai,Lucknow,1207.39,1377.39,Van,Foggy,High,Petrol,256.71,624.36,15.15,12747.48
2024-01-23,Delhi,Lucknow,488.68,4587.03,Container,Cloudy,High,CNG,304.07,617.22,7.47,6283.1
2023-09-16,Jaipur,Kolkata,1503.85,3443.6,Truck,Cloudy,High,Electric,613.25,350.83,33.86,14383.64
2023-01-25,Hyderabad,Kolkata,1247.92,3345.76,Container,Stormy,Medium,Diesel,778.07,2281.52,17.76,19879.24
2023-05-01,Ahmedabad,Kolkata,1749.06,3723.79,Container,Clear,Medium,CNG,862.63,1469.82,24.22,27963.1
2023-05-26,Lucknow,Jaipur,530.3,1912.22,Container,Rainy,Medium,CNG,272.42,494.04,7.95,8224.2
2023-02-23,Lucknow,Bangalore,1546.53,2411.83,Container,Foggy,High,Petrol,896.78,1929.16,29.12,19882.68
2024-02-29,Hyderabad,Jaipur,1099.95,1345.64,Truck,Rainy,High,Electric,432.63,235.83,19.47,10182.71
2023-07-09,Pune,Bangalore,753.74,2222.59,Van,Rainy,Medium,Diesel,158.92,405.49,11.24,9266.27
2023-11-22,Jaipur,Lucknow,598.22,4083.09,Van,Cloudy,High,Electric,143.75,79.28,10.51,8670.2
2023-09-06,Ahmedabad,Pune,566.03,1688.28,Truck,Rainy,High,Petrol,229.35,471.6,8.27,5885.03
2023-01-17,Jaipur,Lucknow,581.28,1960.3,Truck,Rainy,Medium,Electric,213.2,112.5,8.32,9471.72
2023-07-09,Hyderabad,Delhi,1224.91,3625.88,Container,Foggy,Low,Diesel,599.81,1509.51,19.48,11957.61
2023-05-31,Bangalore,Delhi,1770.32,1690.86,Van,Cloudy,Medium,CNG,312.39,523.18,29.78,24812.8
2023-04-04,Bangalore,Ahmedabad,1299.45,4001.11,Truck,Cloudy,Medium,Petrol,488.2,1188.32,17.86,16842.28
2023-09-04,Delhi,Lucknow,439.02,897.73,Van,Clear,Low,Electric,59.8,31.64,6.98,5699.64
2023-09-16,Hyderabad,Ahmedabad,859.56,2445.56,Van,Stormy,Low,Petrol,173.84,459.18,13.13,12682.18
2023-07-18,Ahmedabad,Bangalore,1264.71,675.41,Container,Cloudy,Low,Electric,443.01,186.84,25.65,13955.77
2023-11-27,Jaipur,Mumbai,866.1,4540.64,Container,Foggy,High,CNG,588.36,1274.35,19.89,10203.15
2023-04-09,Mumbai,Hyderabad,633.81,4554.32,Container,Clear,High,Diesel,374.75,1077.83,8.1,9751.53
2023-03-03,Mumbai,Lucknow,1219.96,3095.16,Truck,Foggy,High,Diesel,530.75,1514.09,18.39,15849.23
2023-02-13,Mumbai,Hyderabad,688.12,4361.1,Truck,Rainy,High,Electric,342.58,181.78,9.52,10608.6
2023-04-03,Pune,Mumbai,120.08,1085.36,Van,Clear,Medium,Electric,19.14,10.0,2.12,2225.94
2023-10-05,Hyderabad,Ahmedabad,905.06,4026.82,Van,Clear,Low,Diesel,158.69,419.57,19.37,10166.43
2023-01-31,Kolkata,Delhi,1332.69,3444.54,Truck,Cloudy,Medium,Petrol,480.78,1181.75,20.64,15418.34
2023-03-14,Mumbai,Delhi,1198.18,3930.36,Van,Foggy,Low,CNG,239.94,527.33,21.2,14269.96
2023-09-10,Pune,Delhi,1239.99,3310.76,Truck,Rainy,Low,Petrol,440.14,1222.1,20.55,15953.63
2023-02-03,Delhi,Hyderabad,1278.25,3114.28,Truck,Cloudy,Medium,Electric,449.81,248.41,21.53,15429.24
2023-05-07,Chennai,Mumbai,1144.84,2251.54,Van,Stormy,High,Diesel,296.3,755.01,16.23,15505.96
2024-03-09,Bangalore,Hyderabad,524.79,4676.82,Container,Foggy,Medium,Diesel,318.32,733.72,8.02,7284.12
2024-05-07,Bangalore,Pune,732.31,2874.55,Container,Rainy,Low,Electric,353.55,186.69,9.58,9611.43
2023-01-01,Mumbai,Jaipur,959.14,3169.21,Container,Cloudy,High,Petrol,538.8,1354.79,22.62,15446.72
2023-10-27,Kolkata,Hyderabad,1235.08,3536.54,Container,Foggy,Medium,Petrol,690.95,1491.86,16.77,14080.98
2023-07-22,Bangalore,Lucknow,1531.49,4737.61,Container,Clear,Medium,Diesel,811.13,2495.9,22.54,23523.97
2024-03-28,Jaipur,Kolkata,1476.85,3608.98,Van,Rainy,High,CNG,391.92,663.25,21.95,17161.41
2023-06-24,Kolkata,Jaipur,1527.35,1738.8,Van,Rainy,High,CNG,349.62,769.25,31.54,23341.25
2023-11-08,Hyderabad,Mumbai,670.48,3196.86,Container,Rainy,High,Diesel,431.35,1037.88,11.35,11193.12
2024-02-08,Bangalore,Ahmedabad,1275.37,2548.27,Container,Foggy,Medium,Diesel,661.4,1616.6,16.99,17291.3
2023-06-30,Jaipur,Mumbai,975.49,1263.78,Container,Foggy,High,Diesel,513.33,1440.9,12.37,11005.9
2023-03-05,Lucknow,Hyderabad,1162.86,4271.7,Van,Rainy,High,Diesel,323.62,941.37,19.88,19059.8
2023-04-09,Ahmedabad,Mumbai,390.37,2308.49,Truck,Clear,Medium,CNG,122.79,311.15,8.95,5953.44
2023-05-24,Kolkata,Chennai,1396.49,1746.56,Truck,Foggy,Medium,Diesel,482.09,1143.3,23.39,18927.57
2023-02-26,Lucknow,Chennai,1537.2,3167.78,Truck,Rainy,High,Electric,701.71,377.7,20.55,20005.24
2023-02-03,Ahmedabad,Bangalore,1223.93,642.85,Container,Rainy,High,Petrol,635.02,1444.78,19.27,16504.03
2023-04-09,Bangalore,Hyderabad,459.42,3230.81,Container,Rainy,High,CNG,296.33,566.31,6.22,5365.14
2024-04-25,Jaipur,Kolkata,1420.25,4383.49,Container,Stormy,Medium,Diesel,954.38,2717.0,24.88,20245.51
2023-12-15,Mumbai,Pune,116.63,3818.42,Van,Foggy,Medium,Diesel,26.64,72.91,1.92,3246.79
2024-04-15,Jaipur,Mumbai,972.63,4987.57,Container,Rainy,Low,CNG,546.65,993.52,17.12,13330.86
2024-01-13,Mumbai,Ahmedabad,453.81,2592.54,Truck,Cloudy,Low,Diesel,133.34,360.03,9.26,7117.24
2023-02-02,Delhi,Kolkata,1397.47,4889.04,Truck,Rainy,Medium,CNG,638.08,1213.55,21.49,14570.46
2024-03-06,Ahmedabad,Pune,536.85,4720.84,Truck,Stormy,High,CNG,296.8,593.55,10.73,7060.51
2024-04-28,Chennai,Pune,923.08,819.66,Truck,Cloudy,High,Petrol,302.95,647.57,21.51,11671.23
2023-02-13,Ahmedabad,Delhi,773.67,2610.98,Container,Foggy,High,Diesel,455.82,1135.5,9.8,12459.54
2024-04-15,Pune,Hyderabad,504.6,1253.71,Container,Clear,Low,Diesel,177.46,462.04,7.0,4857.18
2023-10-14,Lucknow,Pune,1128.75,4092.32,Truck,Clear,High,Diesel,459.53,1174.53,26.82,17791.6
2023-08-21,Pune,Delhi,1126.26,1546.28,Container,Foggy,Low,Diesel,467.33,1121.94,20.35,16052.13
2023-10-28,Lucknow,Delhi,454.78,2098.94,Van,Clear,Medium,CNG,79.1,144.54,9.53,5014.6
